MW,logP,HBD,HBA,TPSA,RotBonds,Aromatic,Dielectric,Dipole,RefractiveIndex,Viscosity,SurfaceTension,Density,MeltingPoint,BoilingPoint,FlashPoint,VaporPressure,ET30,Polarity,HBond_acidity,HBond_basicity,Polarizability,DN,AN
84.93,1.25,0.0,0.0,0.0,0.0,0.0,8.93,1.6,1.424,0.413,26.5,1.327,-96.7,39.6,0.0,47.4,40.7,3.1,0.13,0.1,6.48,0.0,20.4
32.042500000000004,-0.845,1.5,1.5,20.23,0.0,0.0,52.199999999999996,1.77,1.347,0.982,47.45,0.893,-57.05,89.2,13.0,4.125,57.5,7.699999999999999,1.015,0.61,3.2800000000000002,32.5,45.95
78.13,-1.35,0.0,2.0,36.28,0.0,0.0,46.7,3.96,1.479,1.996,43.5,1.1,18.5,189.0,95.0,0.06,45.1,7.2,0.0,0.76,7.96,29.8,19.3
78.13,-1.35,0.0,2.0,36.28,0.0,0.0,46.7,3.96,1.479,1.996,43.5,1.1,18.5,189.0,95.0,0.06,45.1,7.2,0.0,0.76,7.96,29.8,19.3
84.93,1.25,0.0,0.0,0.0,0.0,0.0,8.93,1.6,1.424,0.413,26.5,1.327,-96.7,39.6,0.0,47.4,40.7,3.1,0.13,0.1,6.48,0.0,20.4
18.015,-1.38,2.0,2.0,20.23,0.0,0.0,80.1,1.85,1.333,0.89,72.8,0.997,0.0,100.0,0.0,2.3,63.1,10.2,1.17,0.47,1.45,33.0,54.8
41.05,-0.34,0.0,1.0,23.79,0.0,0.0,37.5,3.92,1.344,0.369,29.3,0.786,-45.7,81.6,6.0,9.71,45.6,5.8,0.19,0.4,4.4,14.1,18.9
84.93,1.25,0.0,0.0,0.0,0.0,0.0,8.93,1.6,1.424,0.413,26.5,1.327,-96.7,39.6,0.0,47.4,40.7,3.1,0.13,0.1,6.48,0.0,20.4
59.0275,-0.48999999999999994,1.5,1.5,20.23,0.5,0.0,53.4,2.185,1.3119999999999998,1.31,46.45,1.19,-21.5,87.0,23.0,5.4,61.45,9.399999999999999,1.3399999999999999,0.235,3.5900000000000003,16.5,53.9
73.09,-0.87,0.0,1.0,20.31,1.0,0.0,36.7,3.82,1.43,0.802,35.2,0.944,-60.5,153.0,58.0,0.52,43.2,6.4,0.0,0.69,7.81,26.6,16.0
18.015,-1.38,2.0,2.0,20.23,0.0,0.0,80.1,1.85,1.333,0.89,72.8,0.997,0.0,100.0,0.0,2.3,63.1,10.2,1.17,0.47,1.45,33.0,54.8
84.93,1.25,0.0,0.0,0.0,0.0,0.0,8.93,1.6,1.424,0.413,26.5,1.327,-96.7,39.6,0.0,47.4,40.7,3.1,0.13,0.1,6.48,0.0,20.4
84.93,1.25,0.0,0.0,0.0,0.0,0.0,8.93,1.6,1.424,0.413,26.5,1.327,-96.7,39.6,0.0,47.4,40.7,3.1,0.13,0.1,6.48,0.0,20.4
43.56,-0.325,0.5,1.0,22.009999999999998,0.0,0.0,30.9,2.8049999999999997,1.3525,0.7215,25.700000000000003,0.7875000000000001,-79.9,80.0,9.5,7.83,48.75,5.5,0.525,0.575,4.755000000000001,23.05,28.0
78.13,-1.35,0.0,2.0,36.28,0.0,0.0,46.7,3.96,1.479,1.996,43.5,1.1,18.5,189.0,95.0,0.06,45.1,7.2,0.0,0.76,7.96,29.8,19.3
84.93,1.25,0.0,0.0,0.0,0.0,0.0,8.93,1.6,1.424,0.413,26.5,1.327,-96.7,39.6,0.0,47.4,40.7,3.1,0.13,0.1,6.48,0.0,20.4
36.545,-0.555,0.5,1.0,22.009999999999998,0.0,0.0,35.1,2.81,1.3365,0.4565,25.700000000000003,0.789,-71.65,73.15,8.5,11.255,50.5,5.449999999999999,0.585,0.53,3.845,22.05,30.2
36.545,-0.555,0.5,1.0,22.009999999999998,0.0,0.0,35.1,2.81,1.3365,0.4565,25.700000000000003,0.789,-71.65,73.15,8.5,11.255,50.5,5.449999999999999,0.585,0.53,3.845,22.05,30.2
84.93,1.25,0.0,0.0,0.0,0.0,0.0,8.93,1.6,1.424,0.413,26.5,1.327,-96.7,39.6,0.0,47.4,40.7,3.1,0.13,0.1,6.48,0.0,20.4
41.05,-0.34,0.0,1.0,23.79,0.0,0.0,37.5,3.92,1.344,0.369,29.3,0.786,-45.7,81.6,6.0,9.71,45.6,5.8,0.19,0.4,4.4,14.1,18.9
41.05,-0.34,0.0,1.0,23.79,0.0,0.0,37.5,3.92,1.344,0.369,29.3,0.786,-45.7,81.6,6.0,9.71,45.6,5.8,0.19,0.4,4.4,14.1,18.9
93.0275,-0.06999999999999995,1.5,1.5,20.23,0.0,0.0,48.4,2.2,1.3039999999999998,1.08,44.1,1.2965,-2.0,79.1,19.0,11.4,64.2,9.75,1.565,0.235,3.975,16.5,58.599999999999994
78.13,-1.35,0.0,2.0,36.28,0.0,0.0,46.7,3.96,1.479,1.996,43.5,1.1,18.5,189.0,95.0,0.06,45.1,7.2,0.0,0.76,7.96,29.8,19.3
41.05,-0.34,0.0,1.0,23.79,0.0,0.0,37.5,3.92,1.344,0.369,29.3,0.786,-45.7,81.6,6.0,9.71,45.6,5.8,0.19,0.4,4.4,14.1,18.9
84.93,1.25,0.0,0.0,0.0,0.0,0.0,8.93,1.6,1.424,0.413,26.5,1.327,-96.7,39.6,0.0,47.4,40.7,3.1,0.13,0.1,6.48,0.0,20.4
78.13,-1.35,0.0,2.0,36.28,0.0,0.0,46.7,3.96,1.479,1.996,43.5,1.1,18.5,189.0,95.0,0.06,45.1,7.2,0.0,0.76,7.96,29.8,19.3
78.13,-1.35,0.0,2.0,36.28,0.0,0.0,46.7,3.96,1.479,1.996,43.5,1.1,18.5,189.0,95.0,0.06,45.1,7.2,0.0,0.76,7.96,29.8,19.3
84.93,1.25,0.0,0.0,0.0,0.0,0.0,8.93,1.6,1.424,0.413,26.5,1.327,-96.7,39.6,0.0,47.4,40.7,3.1,0.13,0.1,6.48,0.0,20.4
78.13,-1.35,0.0,2.0,36.28,0.0,0.0,46.7,3.96,1.479,1.996,43.5,1.1,18.5,189.0,95.0,0.06,45.1,7.2,0.0,0.76,7.96,29.8,19.3
78.13,-1.35,0.0,2.0,36.28,0.0,0.0,46.7,3.96,1.479,1.996,43.5,1.1,18.5,189.0,95.0,0.06,45.1,7.2,0.0,0.76,7.96,29.8,19.3
78.13,-1.35,0.0,2.0,36.28,0.0,0.0,46.7,3.96,1.479,1.996,43.5,1.1,18.5,189.0,95.0,0.06,45.1,7.2,0.0,0.76,7.96,29.8,19.3
84.93,1.25,0.0,0.0,0.0,0.0,0.0,8.93,1.6,1.424,0.413,26.5,1.327,-96.7,39.6,0.0,47.4,40.7,3.1,0.13,0.1,6.48,0.0,20.4
84.93,1.25,0.0,0.0,0.0,0.0,0.0,8.93,1.6,1.424,0.413,26.5,1.327,-96.7,39.6,0.0,47.4,40.7,3.1,0.13,0.1,6.48,0.0,20.4
84.93,1.25,0.0,0.0,0.0,0.0,0.0,8.93,1.6,1.424,0.413,26.5,1.327,-96.7,39.6,0.0,47.4,40.7,3.1,0.13,0.1,6.48,0.0,20.4
78.13,-1.35,0.0,2.0,36.28,0.0,0.0,46.7,3.96,1.479,1.996,43.5,1.1,18.5,189.0,95.0,0.06,45.1,7.2,0.0,0.76,7.96,29.8,19.3
78.13,-1.35,0.0,2.0,36.28,0.0,0.0,46.7,3.96,1.479,1.996,43.5,1.1,18.5,189.0,95.0,0.06,45.1,7.2,0.0,0.76,7.96,29.8,19.3
84.93,1.25,0.0,0.0,0.0,0.0,0.0,8.93,1.6,1.424,0.413,26.5,1.327,-96.7,39.6,0.0,47.4,40.7,3.1,0.13,0.1,6.48,0.0,20.4
18.015,-1.38,2.0,2.0,20.23,0.0,0.0,80.1,1.85,1.333,0.89,72.8,0.997,0.0,100.0,0.0,2.3,63.1,10.2,1.17,0.47,1.45,33.0,54.8
84.93,1.25,0.0,0.0,0.0,0.0,0.0,8.93,1.6,1.424,0.413,26.5,1.327,-96.7,39.6,0.0,47.4,40.7,3.1,0.13,0.1,6.48,0.0,20.4
43.56,-0.325,0.5,1.0,22.009999999999998,0.0,0.0,30.9,2.8049999999999997,1.3525,0.7215,25.700000000000003,0.7875000000000001,-79.9,80.0,9.5,7.83,48.75,5.5,0.525,0.575,4.755000000000001,23.05,28.0
60.1,0.25,1.0,1.0,20.23,2.0,0.0,20.8,1.68,1.385,1.945,23.7,0.804,-126.1,97.2,15.0,2.0,50.7,4.0,0.84,0.9,5.54,30.0,37.3
41.05,-0.34,0.0,1.0,23.79,0.0,0.0,37.5,3.92,1.344,0.369,29.3,0.786,-45.7,81.6,6.0,9.71,45.6,5.8,0.19,0.4,4.4,14.1,18.9
58.08,-0.24,0.0,1.0,17.07,0.0,0.0,20.7,2.88,1.359,0.306,23.7,0.791,-94.7,56.2,-20.0,24.0,42.2,5.1,0.08,0.48,6.33,17.0,12.5
41.05,-0.34,0.0,1.0,23.79,0.0,0.0,37.5,3.92,1.344,0.369,29.3,0.786,-45.7,81.6,6.0,9.71,45.6,5.8,0.19,0.4,4.4,14.1,18.9
84.93,1.25,0.0,0.0,0.0,0.0,0.0,8.93,1.6,1.424,0.413,26.5,1.327,-96.7,39.6,0.0,47.4,40.7,3.1,0.13,0.1,6.48,0.0,20.4
84.93,1.25,0.0,0.0,0.0,0.0,0.0,8.93,1.6,1.424,0.413,26.5,1.327,-96.7,39.6,0.0,47.4,40.7,3.1,0.13,0.1,6.48,0.0,20.4
84.93,1.25,0.0,0.0,0.0,0.0,0.0,8.93,1.6,1.424,0.413,26.5,1.327,-96.7,39.6,0.0,47.4,40.7,3.1,0.13,0.1,6.48,0.0,20.4
84.93,1.25,0.0,0.0,0.0,0.0,0.0,8.93,1.6,1.424,0.413,26.5,1.327,-96.7,39.6,0.0,47.4,40.7,3.1,0.13,0.1,6.48,0.0,20.4
32.04,-0.77,1.0,1.0,20.23,0.0,0.0,32.7,1.7,1.329,0.544,22.1,0.792,-97.6,64.7,11.0,12.8,55.4,5.1,0.98,0.66,3.29,30.0,41.5
41.05,-0.34,0.0,1.0,23.79,0.0,0.0,37.5,3.92,1.344,0.369,29.3,0.786,-45.7,81.6,6.0,9.71,45.6,5.8,0.19,0.4,4.4,14.1,18.9
41.05,-0.34,0.0,1.0,23.79,0.0,0.0,37.5,3.92,1.344,0.369,29.3,0.786,-45.7,81.6,6.0,9.71,45.6,5.8,0.19,0.4,4.4,14.1,18.9
41.05,-0.34,0.0,1.0,23.79,0.0,0.0,37.5,3.92,1.344,0.369,29.3,0.786,-45.7,81.6,6.0,9.71,45.6,5.8,0.19,0.4,4.4,14.1,18.9
84.93,1.25,0.0,0.0,0.0,0.0,0.0,8.93,1.6,1.424,0.413,26.5,1.327,-96.7,39.6,0.0,47.4,40.7,3.1,0.13,0.1,6.48,0.0,20.4
84.93,1.25,0.0,0.0,0.0,0.0,0.0,8.93,1.6,1.424,0.413,26.5,1.327,-96.7,39.6,0.0,47.4,40.7,3.1,0.13,0.1,6.48,0.0,20.4
84.93,1.25,0.0,0.0,0.0,0.0,0.0,8.93,1.6,1.424,0.413,26.5,1.327,-96.7,39.6,0.0,47.4,40.7,3.1,0.13,0.1,6.48,0.0,20.4
36.545,-0.555,0.5,1.0,22.009999999999998,0.0,0.0,35.1,2.81,1.3365,0.4565,25.700000000000003,0.789,-71.65,73.15,8.5,11.255,50.5,5.449999999999999,0.585,0.53,3.845,22.05,30.2
84.93,1.25,0.0,0.0,0.0,0.0,0.0,8.93,1.6,1.424,0.413,26.5,1.327,-96.7,39.6,0.0,47.4,40.7,3.1,0.13,0.1,6.48,0.0,20.4
59.0275,-0.48999999999999994,1.5,1.5,20.23,0.5,0.0,53.4,2.185,1.3119999999999998,1.31,46.45,1.19,-21.5,87.0,23.0,5.4,61.45,9.399999999999999,1.3399999999999999,0.235,3.5900000000000003,16.5,53.9
18.015,-1.38,2.0,2.0,20.23,0.0,0.0,80.1,1.85,1.333,0.89,72.8,0.997,0.0,100.0,0.0,2.3,63.1,10.2,1.17,0.47,1.45,33.0,54.8
41.05,-0.34,0.0,1.0,23.79,0.0,0.0,37.5,3.92,1.344,0.369,29.3,0.786,-45.7,81.6,6.0,9.71,45.6,5.8,0.19,0.4,4.4,14.1,18.9
84.93,1.25,0.0,0.0,0.0,0.0,0.0,8.93,1.6,1.424,0.413,26.5,1.327,-96.7,39.6,0.0,47.4,40.7,3.1,0.13,0.1,6.48,0.0,20.4
84.93,1.25,0.0,0.0,0.0,0.0,0.0,8.93,1.6,1.424,0.413,26.5,1.327,-96.7,39.6,0.0,47.4,40.7,3.1,0.13,0.1,6.48,0.0,20.4
46.07,-0.31,1.0,1.0,20.23,0.0,0.0,24.3,1.69,1.361,1.074,22.1,0.789,-114.1,78.4,13.0,5.95,51.9,5.2,0.86,0.75,5.11,32.0,37.1
78.13,-1.35,0.0,2.0,36.28,0.0,0.0,46.7,3.96,1.479,1.996,43.5,1.1,18.5,189.0,95.0,0.06,45.1,7.2,0.0,0.76,7.96,29.8,19.3
36.545,-0.555,0.5,1.0,22.009999999999998,0.0,0.0,35.1,2.81,1.3365,0.4565,25.700000000000003,0.789,-71.65,73.15,8.5,11.255,50.5,5.449999999999999,0.585,0.53,3.845,22.05,30.2
78.13,-1.35,0.0,2.0,36.28,0.0,0.0,46.7,3.96,1.479,1.996,43.5,1.1,18.5,189.0,95.0,0.06,45.1,7.2,0.0,0.76,7.96,29.8,19.3
84.93,1.25,0.0,0.0,0.0,0.0,0.0,8.93,1.6,1.424,0.413,26.5,1.327,-96.7,39.6,0.0,47.4,40.7,3.1,0.13,0.1,6.48,0.0,20.4
18.015,-1.38,2.0,2.0,20.23,0.0,0.0,80.1,1.85,1.333,0.89,72.8,0.997,0.0,100.0,0.0,2.3,63.1,10.2,1.17,0.47,1.45,33.0,54.8
18.015,-1.38,2.0,2.0,20.23,0.0,0.0,80.1,1.85,1.333,0.89,72.8,0.997,0.0,100.0,0.0,2.3,63.1,10.2,1.17,0.47,1.45,33.0,54.8
41.05,-0.34,0.0,1.0,23.79,0.0,0.0,37.5,3.92,1.344,0.369,29.3,0.786,-45.7,81.6,6.0,9.71,45.6,5.8,0.19,0.4,4.4,14.1,18.9
41.05,-0.34,0.0,1.0,23.79,0.0,0.0,37.5,3.92,1.344,0.369,29.3,0.786,-45.7,81.6,6.0,9.71,45.6,5.8,0.19,0.4,4.4,14.1,18.9
84.93,1.25,0.0,0.0,0.0,0.0,0.0,8.93,1.6,1.424,0.413,26.5,1.327,-96.7,39.6,0.0,47.4,40.7,3.1,0.13,0.1,6.48,0.0,20.4
18.015,-1.38,2.0,2.0,20.23,0.0,0.0,80.1,1.85,1.333,0.89,72.8,0.997,0.0,100.0,0.0,2.3,63.1,10.2,1.17,0.47,1.45,33.0,54.8
41.05,-0.34,0.0,1.0,23.79,0.0,0.0,37.5,3.92,1.344,0.369,29.3,0.786,-45.7,81.6,6.0,9.71,45.6,5.8,0.19,0.4,4.4,14.1,18.9
41.05,-0.34,0.0,1.0,23.79,0.0,0.0,37.5,3.92,1.344,0.369,29.3,0.786,-45.7,81.6,6.0,9.71,45.6,5.8,0.19,0.4,4.4,14.1,18.9
41.05,-0.34,0.0,1.0,23.79,0.0,0.0,37.5,3.92,1.344,0.369,29.3,0.786,-45.7,81.6,6.0,9.71,45.6,5.8,0.19,0.4,4.4,14.1,18.9
84.93,1.25,0.0,0.0,0.0,0.0,0.0,8.93,1.6,1.424,0.413,26.5,1.327,-96.7,39.6,0.0,47.4,40.7,3.1,0.13,0.1,6.48,0.0,20.4
84.93,1.25,0.0,0.0,0.0,0.0,0.0,8.93,1.6,1.424,0.413,26.5,1.327,-96.7,39.6,0.0,47.4,40.7,3.1,0.13,0.1,6.48,0.0,20.4
50.575,-0.14500000000000002,0.5,1.0,22.009999999999998,0.0,0.0,28.7,2.79,1.3605,1.2045,25.5,0.7855000000000001,-67.6,81.94999999999999,9.0,7.055000000000001,47.0,4.85,0.475,0.62,4.94,22.8,26.2
84.93,1.25,0.0,0.0,0.0,0.0,0.0,8.93,1.6,1.424,0.413,26.5,1.327,-96.7,39.6,0.0,47.4,40.7,3.1,0.13,0.1,6.48,0.0,20.4
41.05,-0.34,0.0,1.0,23.79,0.0,0.0,37.5,3.92,1.344,0.369,29.3,0.786,-45.7,81.6,6.0,9.71,45.6,5.8,0.19,0.4,4.4,14.1,18.9
84.93,1.25,0.0,0.0,0.0,0.0,0.0,8.93,1.6,1.424,0.413,26.5,1.327,-96.7,39.6,0.0,47.4,40.7,3.1,0.13,0.1,6.48,0.0,20.4
84.93,1.25,0.0,0.0,0.0,0.0,0.0,8.93,1.6,1.424,0.413,26.5,1.327,-96.7,39.6,0.0,47.4,40.7,3.1,0.13,0.1,6.48,0.0,20.4
84.93,1.25,0.0,0.0,0.0,0.0,0.0,8.93,1.6,1.424,0.413,26.5,1.327,-96.7,39.6,0.0,47.4,40.7,3.1,0.13,0.1,6.48,0.0,20.4
84.93,1.25,0.0,0.0,0.0,0.0,0.0,8.93,1.6,1.424,0.413,26.5,1.327,-96.7,39.6,0.0,47.4,40.7,3.1,0.13,0.1,6.48,0.0,20.4
41.05,-0.34,0.0,1.0,23.79,0.0,0.0,37.5,3.92,1.344,0.369,29.3,0.786,-45.7,81.6,6.0,9.71,45.6,5.8,0.19,0.4,4.4,14.1,18.9
84.93,1.25,0.0,0.0,0.0,0.0,0.0,8.93,1.6,1.424,0.413,26.5,1.327,-96.7,39.6,0.0,47.4,40.7,3.1,0.13,0.1,6.48,0.0,20.4
36.545,-0.555,0.5,1.0,22.009999999999998,0.0,0.0,35.1,2.81,1.3365,0.4565,25.700000000000003,0.789,-71.65,73.15,8.5,11.255,50.5,5.449999999999999,0.585,0.53,3.845,22.05,30.2
84.93,1.25,0.0,0.0,0.0,0.0,0.0,8.93,1.6,1.424,0.413,26.5,1.327,-96.7,39.6,0.0,47.4,40.7,3.1,0.13,0.1,6.48,0.0,20.4
18.015,-1.38,2.0,2.0,20.23,0.0,0.0,80.1,1.85,1.333,0.89,72.8,0.997,0.0,100.0,0.0,2.3,63.1,10.2,1.17,0.47,1.45,33.0,54.8
78.13,-1.35,0.0,2.0,36.28,0.0,0.0,46.7,3.96,1.479,1.996,43.5,1.1,18.5,189.0,95.0,0.06,45.1,7.2,0.0,0.76,7.96,29.8,19.3
41.05,-0.34,0.0,1.0,23.79,0.0,0.0,37.5,3.92,1.344,0.369,29.3,0.786,-45.7,81.6,6.0,9.71,45.6,5.8,0.19,0.4,4.4,14.1,18.9
41.05,-0.34,0.0,1.0,23.79,0.0,0.0,37.5,3.92,1.344,0.369,29.3,0.786,-45.7,81.6,6.0,9.71,45.6,5.8,0.19,0.4,4.4,14.1,18.9
18.015,-1.38,2.0,2.0,20.23,0.0,0.0,80.1,1.85,1.333,0.89,72.8,0.997,0.0,100.0,0.0,2.3,63.1,10.2,1.17,0.47,1.45,33.0,54.8
84.93,1.25,0.0,0.0,0.0,0.0,0.0,8.93,1.6,1.424,0.413,26.5,1.327,-96.7,39.6,0.0,47.4,40.7,3.1,0.13,0.1,6.48,0.0,20.4
84.93,1.25,0.0,0.0,0.0,0.0,0.0,8.93,1.6,1.424,0.413,26.5,1.327,-96.7,39.6,0.0,47.4,40.7,3.1,0.13,0.1,6.48,0.0,20.4
84.93,1.25,0.0,0.0,0.0,0.0,0.0,8.93,1.6,1.424,0.413,26.5,1.327,-96.7,39.6,0.0,47.4,40.7,3.1,0.13,0.1,6.48,0.0,20.4
18.015,-1.38,2.0,2.0,20.23,0.0,0.0,80.1,1.85,1.333,0.89,72.8,0.997,0.0,100.0,0.0,2.3,63.1,10.2,1.17,0.47,1.45,33.0,54.8
18.015,-1.38,2.0,2.0,20.23,0.0,0.0,80.1,1.85,1.333,0.89,72.8,0.997,0.0,100.0,0.0,2.3,63.1,10.2,1.17,0.47,1.45,33.0,54.8
18.015,-1.38,2.0,2.0,20.23,0.0,0.0,80.1,1.85,1.333,0.89,72.8,0.997,0.0,100.0,0.0,2.3,63.1,10.2,1.17,0.47,1.45,33.0,54.8
78.13,-1.35,0.0,2.0,36.28,0.0,0.0,46.7,3.96,1.479,1.996,43.5,1.1,18.5,189.0,95.0,0.06,45.1,7.2,0.0,0.76,7.96,29.8,19.3
84.93,1.25,0.0,0.0,0.0,0.0,0.0,8.93,1.6,1.424,0.413,26.5,1.327,-96.7,39.6,0.0,47.4,40.7,3.1,0.13,0.1,6.48,0.0,20.4
36.545,-0.555,0.5,1.0,22.009999999999998,0.0,0.0,35.1,2.81,1.3365,0.4565,25.700000000000003,0.789,-71.65,73.15,8.5,11.255,50.5,5.449999999999999,0.585,0.53,3.845,22.05,30.2
36.545,-0.555,0.5,1.0,22.009999999999998,0.0,0.0,35.1,2.81,1.3365,0.4565,25.700000000000003,0.789,-71.65,73.15,8.5,11.255,50.5,5.449999999999999,0.585,0.53,3.845,22.05,30.2
18.015,-1.38,2.0,2.0,20.23,0.0,0.0,80.1,1.85,1.333,0.89,72.8,0.997,0.0,100.0,0.0,2.3,63.1,10.2,1.17,0.47,1.45,33.0,54.8
78.13,-1.35,0.0,2.0,36.28,0.0,0.0,46.7,3.96,1.479,1.996,43.5,1.1,18.5,189.0,95.0,0.06,45.1,7.2,0.0,0.76,7.96,29.8,19.3
78.13,-1.35,0.0,2.0,36.28,0.0,0.0,46.7,3.96,1.479,1.996,43.5,1.1,18.5,189.0,95.0,0.06,45.1,7.2,0.0,0.76,7.96,29.8,19.3
84.93,1.25,0.0,0.0,0.0,0.0,0.0,8.93,1.6,1.424,0.413,26.5,1.327,-96.7,39.6,0.0,47.4,40.7,3.1,0.13,0.1,6.48,0.0,20.4
59.0275,-0.48999999999999994,1.5,1.5,20.23,0.5,0.0,53.4,2.185,1.3119999999999998,1.31,46.45,1.19,-21.5,87.0,23.0,5.4,61.45,9.399999999999999,1.3399999999999999,0.235,3.5900000000000003,16.5,53.9
50.575,-0.04500000000000001,0.5,1.0,22.009999999999998,1.0,0.0,29.15,2.8,1.3645,1.157,26.5,0.795,-85.9,89.4,10.5,5.855,48.150000000000006,4.9,0.515,0.65,4.970000000000001,22.05,28.099999999999998
41.05,-0.34,0.0,1.0,23.79,0.0,0.0,37.5,3.92,1.344,0.369,29.3,0.786,-45.7,81.6,6.0,9.71,45.6,5.8,0.19,0.4,4.4,14.1,18.9
78.13,-1.35,0.0,2.0,36.28,0.0,0.0,46.7,3.96,1.479,1.996,43.5,1.1,18.5,189.0,95.0,0.06,45.1,7.2,0.0,0.76,7.96,29.8,19.3
84.93,1.25,0.0,0.0,0.0,0.0,0.0,8.93,1.6,1.424,0.413,26.5,1.327,-96.7,39.6,0.0,47.4,40.7,3.1,0.13,0.1,6.48,0.0,20.4
36.545,-0.555,0.5,1.0,22.009999999999998,0.0,0.0,35.1,2.81,1.3365,0.4565,25.700000000000003,0.789,-71.65,73.15,8.5,11.255,50.5,5.449999999999999,0.585,0.53,3.845,22.05,30.2
84.93,1.25,0.0,0.0,0.0,0.0,0.0,8.93,1.6,1.424,0.413,26.5,1.327,-96.7,39.6,0.0,47.4,40.7,3.1,0.13,0.1,6.48,0.0,20.4
84.93,1.25,0.0,0.0,0.0,0.0,0.0,8.93,1.6,1.424,0.413,26.5,1.327,-96.7,39.6,0.0,47.4,40.7,3.1,0.13,0.1,6.48,0.0,20.4
84.93,1.25,0.0,0.0,0.0,0.0,0.0,8.93,1.6,1.424,0.413,26.5,1.327,-96.7,39.6,0.0,47.4,40.7,3.1,0.13,0.1,6.48,0.0,20.4
43.56,-0.325,0.5,1.0,22.009999999999998,0.0,0.0,30.9,2.8049999999999997,1.3525,0.7215,25.700000000000003,0.7875000000000001,-79.9,80.0,9.5,7.83,48.75,5.5,0.525,0.575,4.755000000000001,23.05,28.0
78.13,-1.35,0.0,2.0,36.28,0.0,0.0,46.7,3.96,1.479,1.996,43.5,1.1,18.5,189.0,95.0,0.06,45.1,7.2,0.0,0.76,7.96,29.8,19.3
84.93,1.25,0.0,0.0,0.0,0.0,0.0,8.93,1.6,1.424,0.413,26.5,1.327,-96.7,39.6,0.0,47.4,40.7,3.1,0.13,0.1,6.48,0.0,20.4
78.13,-1.35,0.0,2.0,36.28,0.0,0.0,46.7,3.96,1.479,1.996,43.5,1.1,18.5,189.0,95.0,0.06,45.1,7.2,0.0,0.76,7.96,29.8,19.3
78.13,-1.35,0.0,2.0,36.28,0.0,0.0,46.7,3.96,1.479,1.996,43.5,1.1,18.5,189.0,95.0,0.06,45.1,7.2,0.0,0.76,7.96,29.8,19.3
84.93,1.25,0.0,0.0,0.0,0.0,0.0,8.93,1.6,1.424,0.413,26.5,1.327,-96.7,39.6,0.0,47.4,40.7,3.1,0.13,0.1,6.48,0.0,20.4
84.93,1.25,0.0,0.0,0.0,0.0,0.0,8.93,1.6,1.424,0.413,26.5,1.327,-96.7,39.6,0.0,47.4,40.7,3.1,0.13,0.1,6.48,0.0,20.4
18.015,-1.38,2.0,2.0,20.23,0.0,0.0,80.1,1.85,1.333,0.89,72.8,0.997,0.0,100.0,0.0,2.3,63.1,10.2,1.17,0.47,1.45,33.0,54.8
78.13,-1.35,0.0,2.0,36.28,0.0,0.0,46.7,3.96,1.479,1.996,43.5,1.1,18.5,189.0,95.0,0.06,45.1,7.2,0.0,0.76,7.96,29.8,19.3
78.13,-1.35,0.0,2.0,36.28,0.0,0.0,46.7,3.96,1.479,1.996,43.5,1.1,18.5,189.0,95.0,0.06,45.1,7.2,0.0,0.76,7.96,29.8,19.3
84.93,1.25,0.0,0.0,0.0,0.0,0.0,8.93,1.6,1.424,0.413,26.5,1.327,-96.7,39.6,0.0,47.4,40.7,3.1,0.13,0.1,6.48,0.0,20.4
84.93,1.25,0.0,0.0,0.0,0.0,0.0,8.93,1.6,1.424,0.413,26.5,1.327,-96.7,39.6,0.0,47.4,40.7,3.1,0.13,0.1,6.48,0.0,20.4
29.5325,-0.86,1.0,1.5,22.009999999999998,0.0,0.0,58.8,2.885,1.3385,0.6295,51.05,0.8915,-22.85,90.8,6.0,6.005000000000001,54.35,8.0,0.6799999999999999,0.435,2.9250000000000003,23.55,36.849999999999994
18.015,-1.38,2.0,2.0,20.23,0.0,0.0,80.1,1.85,1.333,0.89,72.8,0.997,0.0,100.0,0.0,2.3,63.1,10.2,1.17,0.47,1.45,33.0,54.8
41.05,-0.34,0.0,1.0,23.79,0.0,0.0,37.5,3.92,1.344,0.369,29.3,0.786,-45.7,81.6,6.0,9.71,45.6,5.8,0.19,0.4,4.4,14.1,18.9
84.93,1.25,0.0,0.0,0.0,0.0,0.0,8.93,1.6,1.424,0.413,26.5,1.327,-96.7,39.6,0.0,47.4,40.7,3.1,0.13,0.1,6.48,0.0,20.4
84.93,1.25,0.0,0.0,0.0,0.0,0.0,8.93,1.6,1.424,0.413,26.5,1.327,-96.7,39.6,0.0,47.4,40.7,3.1,0.13,0.1,6.48,0.0,20.4
18.015,-1.38,2.0,2.0,20.23,0.0,0.0,80.1,1.85,1.333,0.89,72.8,0.997,0.0,100.0,0.0,2.3,63.1,10.2,1.17,0.47,1.45,33.0,54.8
38.0475,-0.8099999999999999,1.0,1.5,18.65,0.0,0.0,50.4,2.365,1.346,0.598,48.25,0.894,-47.35,78.1,-20.0,13.15,52.650000000000006,7.6499999999999995,0.625,0.475,3.89,25.0,33.65
41.05,-0.34,0.0,1.0,23.79,0.0,0.0,37.5,3.92,1.344,0.369,29.3,0.786,-45.7,81.6,6.0,9.71,45.6,5.8,0.19,0.4,4.4,14.1,18.9
84.93,1.25,0.0,0.0,0.0,0.0,0.0,8.93,1.6,1.424,0.413,26.5,1.327,-96.7,39.6,0.0,47.4,40.7,3.1,0.13,0.1,6.48,0.0,20.4
